transaction_date,stock_date,product_id,customer_id,store_id,quantity
1/2/1997,12/28/1996,1241,1915,11,3
1/2/1997,1/1/1997,66,1669,11,3
1/2/1997,12/28/1996,969,4707,11,5
1/2/1997,12/30/1996,386,4707,11,2
1/2/1997,1/1/1997,576,4707,11,5
1/2/1997,12/28/1996,199,6148,11,2
1/2/1997,12/30/1996,309,6148,11,2
1/2/1997,1/1/1997,392,6148,11,2
1/2/1997,12/29/1996,143,6148,11,3
1/2/1997,12/27/1996,892,6148,11,3
1/2/1997,12/28/1996,203,6148,11,3
1/2/1997,12/27/1996,750,2158,11,3
1/2/1997,12/31/1996,1432,2158,11,4
1/2/1997,12/31/1996,529,2158,11,3
1/2/1997,12/26/1996,1265,2158,11,3
1/2/1997,12/31/1996,916,7800,11,3
1/2/1997,12/26/1996,933,7800,11,2
1/2/1997,12/28/1996,883,7800,11,3
1/2/1997,12/26/1996,1238,5302,11,3
1/2/1997,1/1/1997,696,5302,11,3
1/2/1997,12/31/1996,1039,3596,11,3
1/2/1997,12/31/1996,1029,3596,11,4
1/2/1997,12/28/1996,652,2047,11,3
1/2/1997,12/30/1996,1075,1214,11,3
1/2/1997,12/30/1996,26,1214,11,3
1/2/1997,12/28/1996,469,1214,11,5
1/2/1997,12/30/1996,1112,1214,11,2
1/2/1997,12/27/1996,403,9062,11,2
1/2/1997,12/29/1996,1312,9062,11,4
1/2/1997,12/31/1996,509,8321,11,3
1/2/1997,12/26/1996,579,8321,11,3
1/2/1997,12/26/1996,1195,8321,11,3
1/2/1997,12/30/1996,492,8321,11,3
1/2/1997,12/28/1996,629,8321,11,3
1/2/1997,12/30/1996,1255,3718,11,4
1/2/1997,12/31/1996,1432,3718,11,3
1/2/1997,12/30/1996,1315,3718,11,3
1/2/1997,1/1/1997,107,3718,11,4
1/2/1997,12/30/1996,616,3718,11,3
1/2/1997,12/26/1996,733,7828,11,2
1/2/1997,12/29/1996,710,7828,11,4
1/2/1997,12/26/1996,1192,7828,11,4
1/2/1997,1/1/1997,889,7828,11,3
1/2/1997,12/31/1996,972,7828,11,3
1/2/1997,12/27/1996,722,7828,11,4
1/2/1997,12/30/1996,1471,7828,11,3
1/2/1997,12/27/1996,190,4468,11,2
1/2/1997,12/29/1996,367,4468,11,2
1/2/1997,12/30/1996,250,4468,11,3
1/2/1997,12/27/1996,600,4468,11,4
1/2/1997,12/26/1996,1109,4468,11,4
1/2/1997,1/1/1997,1236,4468,11,5
1/2/1997,12/27/1996,1313,6579,11,3
1/2/1997,12/26/1996,404,5396,11,4
1/2/1997,12/31/1996,114,5396,11,4
1/2/1997,12/30/1996,1396,5396,11,4
1/2/1997,12/30/1996,254,5396,11,4
1/2/1997,1/1/1997,564,5396,11,3
1/2/1997,12/26/1996,48,5396,11,4
1/2/1997,1/1/1997,857,6651,11,3
1/2/1997,12/27/1996,1140,6651,11,3
1/2/1997,12/31/1996,1435,6651,11,2
1/2/1997,1/1/1997,1279,6651,11,3
1/2/1997,12/27/1996,401,7197,11,2
1/2/1997,1/1/1997,511,7197,11,3
1/2/1997,12/28/1996,594,7197,11,2
1/2/1997,12/29/1996,345,7197,11,4
1/2/1997,12/31/1996,1093,7197,11,2
1/2/1997,1/1/1997,1549,7197,11,2
1/2/1997,12/29/1996,1326,7197,11,4
1/2/1997,12/27/1996,1016,1730,11,3
1/2/1997,1/1/1997,1366,1730,11,3
1/2/1997,12/30/1996,318,1730,11,3
1/2/1997,12/29/1996,761,1730,11,4
1/2/1997,1/1/1997,1403,1730,11,2
1/2/1997,12/26/1996,214,9602,11,2
1/2/1997,1/1/1997,324,9602,11,2
1/2/1997,12/29/1996,407,9602,11,2
1/2/1997,12/29/1996,158,9602,11,2
1/2/1997,12/27/1996,907,9602,11,3
1/2/1997,1/1/1997,1362,9602,11,3
1/2/1997,12/30/1996,254,8558,11,4
1/2/1997,1/1/1997,936,8558,11,4
1/2/1997,12/30/1996,447,8558,11,3
1/2/1997,12/27/1996,770,8558,11,3
1/2/1997,12/30/1996,420,4707,11,2
1/2/1997,12/30/1996,437,4707,11,2
1/2/1997,12/30/1996,387,4707,11,2
1/2/1997,12/31/1996,1156,2376,11,3
1/2/1997,12/31/1996,613,2376,11,3
1/2/1997,1/1/1997,270,2376,11,3
1/2/1997,12/28/1996,886,2376,11,3
1/2/1997,12/28/1996,597,2376,11,3
1/2/1997,12/27/1996,320,2376,11,4
1/2/1997,12/31/1996,721,3718,11,3
1/2/1997,12/27/1996,750,3718,11,3
1/2/1997,12/30/1996,521,8139,11,4
1/2/1997,12/30/1996,302,8139,11,2
1/2/1997,12/31/1996,498,5396,11,3
1/2/1997,12/31/1996,980,5396,11,3
1/2/1997,12/30/1996,1091,5396,11,4
1/2/1997,12/28/1996,1174,5396,11,3
1/2/1997,12/28/1996,924,5396,11,3
1/2/1997,12/31/1996,814,2352,11,5
1/2/1997,12/31/1996,32,2352,11,3
1/2/1997,12/31/1996,1234,2352,11,4
1/2/1997,12/28/1996,1157,2352,11,4
1/2/1997,12/28/1996,1247,8906,11,3
1/2/1997,12/29/1996,292,8906,11,3
1/2/1997,12/26/1996,868,8906,11,4
1/2/1997,12/31/1996,697,8906,11,2
1/2/1997,12/29/1996,938,6057,11,2
1/2/1997,12/27/1996,462,6057,11,3
1/2/1997,12/30/1996,1477,6057,11,4
1/2/1997,1/1/1997,1547,6057,11,3
1/2/1997,12/30/1996,605,6057,11,3
1/2/1997,12/31/1996,1148,740,11,3
1/2/1997,12/31/1996,245,740,11,3
1/2/1997,12/27/1996,982,740,11,4
1/2/1997,12/28/1996,1044,1811,11,2
1/2/1997,12/26/1996,1287,1811,11,2
1/2/1997,12/31/1996,971,1811,11,2
1/2/1997,12/31/1996,362,1811,11,3
1/2/1997,12/27/1996,1470,8746,23,4
1/2/1997,12/31/1996,1408,8746,23,4
1/2/1997,12/30/1996,865,8746,23,3
1/2/1997,12/27/1996,252,2682,23,3
1/2/1997,12/31/1996,1188,2682,23,3
1/2/1997,12/30/1996,352,2682,23,3
1/2/1997,1/1/1997,889,2682,23,2
1/2/1997,12/28/1996,1251,2682,23,3
1/2/1997,12/28/1996,895,2682,23,2
1/2/1997,12/31/1996,1278,9512,23,3
1/2/1997,12/28/1996,1228,9512,23,5
1/2/1997,1/1/1997,1378,9512,23,3
1/2/1997,12/27/1996,928,9512,23,3
1/2/1997,1/1/1997,718,9512,23,3
1/2/1997,12/31/1996,935,9512,23,4
1/2/1997,12/30/1996,745,5923,23,3
1/2/1997,12/29/1996,1268,5923,23,3
1/2/1997,12/29/1996,845,5923,23,2
1/2/1997,12/27/1996,968,5923,23,3
1/2/1997,12/29/1996,186,5923,23,3
1/2/1997,12/28/1996,1388,5923,23,2
1/2/1997,12/30/1996,1091,5019,23,2
1/2/1997,12/31/1996,1041,5019,23,4
1/2/1997,12/27/1996,1191,5019,23,2
1/2/1997,12/27/1996,742,5019,23,4
1/2/1997,12/30/1996,532,5019,23,4
1/2/1997,12/26/1996,382,8577,23,4
1/2/1997,12/29/1996,1197,8577,23,5
1/2/1997,12/30/1996,309,8577,23,5
1/2/1997,12/27/1996,272,8577,23,3
1/2/1997,12/28/1996,1405,3075,23,2
1/2/1997,1/1/1997,489,3075,23,2
1/2/1997,12/31/1996,119,3075,23,2
1/2/1997,12/26/1996,402,3075,23,4
1/2/1997,12/28/1996,1111,3075,23,4
1/2/1997,12/28/1996,1482,588,23,3
1/2/1997,12/31/1996,672,588,23,4
1/2/1997,12/31/1996,1361,2952,23,3
1/2/1997,12/28/1996,206,2952,23,2
1/2/1997,12/28/1996,589,5353,23,2
1/2/1997,1/1/1997,1378,5353,23,4
1/2/1997,12/27/1996,157,5353,23,3
1/2/1997,12/30/1996,1531,5353,23,4
1/2/1997,12/28/1996,523,5353,23,4
1/2/1997,12/29/1996,19,5353,23,2
1/2/1997,12/26/1996,154,2829,23,3
1/2/1997,12/28/1996,370,2829,23,3
1/2/1997,12/30/1996,865,2829,23,2
1/2/1997,12/30/1996,110,2829,23,2
1/2/1997,12/29/1996,87,2829,23,4
1/2/1997,12/28/1996,570,2829,23,3
1/2/1997,12/30/1996,266,2829,23,2
1/2/1997,12/31/1996,609,1197,23,4
1/2/1997,12/31/1996,1292,1197,23,4
1/2/1997,12/26/1996,803,1197,23,3
1/2/1997,12/27/1996,1125,1197,23,3
1/2/1997,12/26/1996,873,569,23,3
1/2/1997,12/30/1996,890,569,23,3
1/2/1997,12/31/1996,840,569,23,3
1/2/1997,12/31/1996,989,569,23,3
1/2/1997,12/26/1996,540,569,23,3
1/2/1997,12/27/1996,590,6888,23,3
1/2/1997,12/26/1996,180,6888,23,2
1/2/1997,1/1/1997,996,6888,23,2
1/2/1997,1/1/1997,107,6888,23,4
1/2/1997,12/29/1996,484,6888,23,3
1/3/1997,1/2/1997,1060,4728,7,3
1/3/1997,12/30/1996,810,4728,7,4
1/3/1997,12/29/1996,1,4728,7,4
1/3/1997,1/1/1997,457,4728,7,2
1/3/1997,12/28/1996,234,4728,7,3
1/3/1997,12/28/1996,1140,1928,7,3
1/3/1997,12/30/1996,957,1928,7,3
1/3/1997,12/28/1996,1506,1928,7,2
1/3/1997,12/30/1996,1417,1928,7,2
1/3/1997,12/28/1996,681,964,7,3
1/3/1997,12/28/1996,365,964,7,4
1/3/1997,12/28/1996,1313,964,7,4
1/3/1997,1/2/1997,688,1215,7,2
1/3/1997,1/1/1997,1144,1215,7,3
1/3/1997,1/2/1997,921,1215,7,3
1/3/1997,12/29/1996,445,1215,7,3
1/3/1997,12/30/1996,1460,1215,7,3
1/3/1997,12/31/1996,1531,1215,7,2
1/3/1997,12/28/1996,588,1215,7,2
1/3/1997,12/30/1996,584,404,7,3
1/3/1997,12/27/1996,628,404,7,2
1/3/1997,12/30/1996,345,9019,7,4
1/3/1997,12/29/1996,202,9019,7,2
1/3/1997,1/2/1997,218,9019,7,4
1/3/1997,1/1/1997,168,9019,7,3
1/3/1997,12/31/1996,318,9019,7,4
1/3/1997,12/29/1996,1198,9552,7,3
1/3/1997,12/31/1996,815,9552,7,3
1/3/1997,12/29/1996,819,9552,7,4
1/3/1997,12/28/1996,77,9552,7,2
1/3/1997,12/31/1996,333,9552,7,4
1/3/1997,12/30/1996,709,9552,7,3
1/3/1997,12/29/1996,93,2760,7,2
1/3/1997,1/2/1997,283,2760,7,4
1/3/1997,1/1/1997,859,2760,7,4
1/3/1997,12/29/1996,1102,2760,7,2
1/3/1997,1/1/1997,929,7459,7,3
1/3/1997,12/31/1996,447,5220,7,2
1/3/1997,12/29/1996,923,255,7,3
1/3/1997,12/29/1996,1299,255,7,2
1/3/1997,1/1/1997,457,9883,7,4
1/3/1997,12/29/1996,1139,9883,7,3
1/3/1997,12/30/1996,236,9883,7,3
1/3/1997,12/27/1996,873,8124,7,3
1/3/1997,12/29/1996,1449,8124,7,2
1/3/1997,12/28/1996,1206,9390,7,2
1/3/1997,1/2/1997,37,9390,7,3
1/3/1997,12/30/1996,571,5717,7,4
1/3/1997,1/2/1997,1186,5717,7,2
1/3/1997,12/29/1996,483,5717,7,3
1/3/1997,1/1/1997,427,240,7,2
1/3/1997,12/27/1996,1203,240,7,3
1/3/1997,12/30/1996,1559,4544,7,3
1/3/1997,12/28/1996,510,4544,7,2
1/3/1997,1/1/1997,953,4544,7,4
1/3/1997,12/29/1996,135,4544,7,3
1/3/1997,12/30/1996,1323,4544,7,2
1/3/1997,12/27/1996,48,4544,7,4
1/3/1997,1/1/1997,551,6466,7,4
1/3/1997,1/2/1997,75,6466,7,5
1/3/1997,12/31/1996,1090,6466,7,4
1/3/1997,1/2/1997,1161,6466,7,4
1/3/1997,1/1/1997,1023,2869,7,3
1/3/1997,12/28/1996,681,2869,7,4
1/3/1997,1/2/1997,864,213,7,2
1/3/1997,1/1/1997,1093,213,7,3
1/3/1997,1/2/1997,1136,213,7,4
1/3/1997,1/2/1997,826,240,7,2
1/3/1997,1/1/1997,377,240,7,2
1/3/1997,12/27/1996,581,240,7,4
1/3/1997,1/2/1997,797,240,7,4
1/3/1997,1/1/1997,820,4016,7,3
1/3/1997,12/30/1996,810,4016,7,4
1/3/1997,1/1/1997,427,4016,7,4
1/3/1997,1/2/1997,431,4016,7,3
1/3/1997,12/28/1996,1246,4016,7,3
1/3/1997,12/27/1996,1502,4016,7,2
1/3/1997,12/27/1996,385,5736,7,4
1/3/1997,12/28/1996,1360,5736,7,3
1/3/1997,1/1/1997,1550,5736,7,3
1/3/1997,12/30/1996,568,5736,7,3
1/3/1997,12/31/1996,811,5736,7,3
1/3/1997,12/30/1996,495,5736,7,4
1/3/1997,12/29/1996,1443,5736,7,4
1/3/1997,12/31/1996,534,7223,7,3
1/3/1997,12/28/1996,911,7223,7,2
1/3/1997,1/1/1997,1340,7223,7,2
1/3/1997,12/30/1996,784,7223,7,3
1/3/1997,1/1/1997,1306,7223,7,4
1/3/1997,12/29/1996,884,7223,7,4
1/3/1997,12/29/1996,671,6439,7,5
1/3/1997,12/31/1996,62,6439,7,5
1/3/1997,1/1/1997,332,6439,7,2
1/3/1997,1/2/1997,349,6439,7,4
1/3/1997,12/29/1996,299,6439,7,3
1/3/1997,12/29/1996,28,1632,7,3
1/3/1997,12/29/1996,432,1632,7,3
1/3/1997,12/30/1996,49,1632,7,2
1/3/1997,12/30/1996,1197,1632,7,3
1/3/1997,1/1/1997,455,1632,7,4
1/3/1997,12/27/1996,838,3076,7,4
1/3/1997,12/31/1996,1120,3076,7,3
1/3/1997,12/28/1996,272,3076,7,3
1/3/1997,12/29/1996,213,3076,7,3
1/3/1997,1/2/1997,1095,3076,7,4
1/3/1997,1/2/1997,1151,3076,7,2
1/3/1997,12/29/1996,1388,7795,7,3
1/3/1997,12/30/1996,685,7795,7,4
1/3/1997,12/29/1996,822,7795,7,4
1/3/1997,12/27/1996,1238,7795,7,3
1/3/1997,1/1/1997,835,6236,7,3
1/3/1997,1/2/1997,1517,6236,7,3
1/3/1997,12/29/1996,1028,6236,7,3
1/3/1997,12/31/1996,1351,6236,7,2
1/3/1997,12/29/1996,1527,6236,7,2
1/3/1997,12/31/1996,1411,6236,7,2
1/3/1997,1/1/1997,609,8296,7,2
1/3/1997,12/29/1996,1058,2208,7,3
1/3/1997,12/29/1996,515,2208,7,2
1/3/1997,12/30/1996,172,2208,7,4
1/3/1997,12/28/1996,788,2208,7,3
1/3/1997,1/1/1997,498,2208,7,2
1/3/1997,1/1/1997,841,1632,7,4
1/3/1997,1/2/1997,1164,1632,7,3
1/3/1997,1/1/1997,1341,1632,7,3
1/3/1997,12/28/1996,1224,1632,7,4
1/3/1997,12/29/1996,16,1632,7,3
1/3/1997,1/1/1997,525,1632,7,3
1/3/1997,12/30/1996,1200,1289,23,2
1/3/1997,1/1/1997,245,1289,23,2
1/3/1997,12/29/1996,1324,6105,23,3
1/3/1997,12/31/1996,675,6105,23,3
1/3/1997,12/27/1996,1064,6105,23,3
1/3/1997,1/1/1997,1041,6105,23,3
1/3/1997,12/31/1996,1524,6105,23,3
1/3/1997,1/1/1997,721,5568,23,3
1/3/1997,12/27/1996,99,5568,23,3
1/3/1997,12/29/1996,522,4610,23,4
1/3/1997,12/27/1996,698,4610,23,3
1/3/1997,12/31/1996,815,9667,23,3
1/3/1997,1/1/1997,232,9667,23,2
1/3/1997,12/27/1996,422,9667,23,3
1/3/1997,12/31/1996,998,9667,23,2
1/3/1997,1/1/1997,146,588,23,2
1/3/1997,1/2/1997,1068,588,23,3
1/3/1997,1/2/1997,1005,588,23,5
1/3/1997,12/28/1996,463,588,23,4
1/3/1997,12/28/1996,752,9512,23,2
1/3/1997,1/2/1997,396,9512,23,4
1/3/1997,1/1/1997,473,8577,23,5
1/3/1997,12/28/1996,502,8577,23,3
1/3/1997,12/31/1996,1145,8577,23,4
1/3/1997,1/2/1997,1189,8577,23,2
1/3/1997,12/31/1996,1471,8577,23,2
1/3/1997,1/1/1997,623,8577,23,4
1/3/1997,12/28/1996,53,8577,23,4
1/3/1997,12/27/1996,759,9063,23,3
1/3/1997,12/31/1996,1175,9063,23,3
1/3/1997,1/2/1997,1485,9063,23,3
1/3/1997,12/29/1996,969,9063,23,3
1/3/1997,12/31/1996,959,9063,23,3
1/3/1997,12/30/1996,649,1802,23,3
1/3/1997,1/1/1997,1092,1802,23,3
1/3/1997,1/2/1997,177,1802,23,2
1/3/1997,12/30/1996,639,9169,23,3
1/3/1997,1/2/1997,789,9169,23,3
1/3/1997,12/31/1996,340,9169,23,4
1/3/1997,12/30/1996,130,9169,23,4
1/3/1997,12/29/1996,1299,3921,23,4
1/3/1997,12/31/1996,369,3921,23,2
1/3/1997,1/1/1997,772,3921,23,2
1/3/1997,12/30/1996,390,3921,23,3
1/3/1997,12/28/1996,1538,3921,23,4
1/3/1997,12/30/1996,1548,3197,23,5
1/3/1997,12/28/1996,1178,3197,23,4
1/3/1997,12/29/1996,1461,3197,23,5
1/3/1997,1/1/1997,612,3197,23,4
1/3/1997,12/30/1996,653,2011,23,2
1/3/1997,1/2/1997,1136,2011,23,4
1/3/1997,12/28/1996,1246,2011,23,3
1/3/1997,12/30/1996,1329,2011,23,4
1/3/1997,1/2/1997,460,9498,23,4
1/3/1997,1/2/1997,976,6541,23,3
1/3/1997,12/30/1996,1312,6541,23,2
1/3/1997,12/30/1996,1496,3819,23,2
1/3/1997,1/1/1997,166,3819,23,3
1/3/1997,12/30/1996,210,3819,23,4
1/3/1997,1/2/1997,493,3819,23,4
1/3/1997,1/1/1997,1202,3819,23,4
1/4/1997,1/2/1997,544,2274,14,2
1/4/1997,12/31/1996,1520,2274,14,2
1/4/1997,12/28/1996,151,2274,14,1
1/4/1997,12/31/1996,484,8648,14,2
1/4/1997,12/28/1996,1287,8648,14,1
1/4/1997,12/30/1996,1264,8648,14,1
1/4/1997,12/31/1996,188,8648,14,1
1/4/1997,12/30/1996,1443,8648,14,2
1/4/1997,1/1/1997,1526,8648,14,1
1/4/1997,1/1/1997,1276,8648,14,2
1/4/1997,12/30/1996,384,5,14,2
1/4/1997,1/3/1997,1007,8762,14,2
1/4/1997,12/29/1996,518,8762,14,1
1/5/1997,1/3/1997,337,6280,2,2
1/5/1997,1/3/1997,1512,6280,2,3
1/5/1997,12/31/1996,963,4018,2,1
1/5/1997,1/3/1997,181,4018,2,3
1/5/1997,1/1/1997,1383,4018,2,2
1/5/1997,1/3/1997,1306,4018,2,3
1/5/1997,12/31/1996,1196,1418,2,2
1/5/1997,1/1/1997,360,1418,2,2
1/5/1997,12/29/1996,1242,1418,2,2
1/5/1997,12/29/1996,154,1418,2,1
1/5/1997,12/31/1996,483,4382,2,2
1/5/1997,12/30/1996,77,1293,2,2
1/5/1997,1/3/1997,533,1293,2,2
1/5/1997,1/4/1997,310,1293,2,1
1/5/1997,1/3/1997,1392,1293,2,1
1/5/1997,1/4/1997,1026,3480,7,4
1/5/1997,1/4/1997,83,3480,7,3
1/5/1997,12/30/1996,1352,3480,7,4
1/5/1997,12/31/1996,1076,3480,7,4
1/5/1997,1/3/1997,1492,3480,7,2
1/5/1997,12/29/1996,244,3480,7,2
1/5/1997,12/30/1996,590,7300,7,5
1/5/1997,12/30/1996,634,7300,7,4
1/5/1997,1/2/1997,917,7300,7,3
1/5/1997,12/29/1996,1212,7300,7,5
1/5/1997,12/30/1996,1056,7300,7,2
1/5/1997,12/30/1996,380,7300,7,5
1/5/1997,12/29/1996,850,7300,7,4
1/5/1997,12/30/1996,834,2890,7,4
1/5/1997,1/3/1997,1462,2890,7,3
1/5/1997,12/31/1996,307,2890,7,4
1/5/1997,1/3/1997,721,10210,7,4
1/5/1997,1/2/1997,631,10210,7,3
1/5/1997,1/3/1997,1093,8782,7,3
1/5/1997,12/29/1996,244,8782,7,3
1/5/1997,1/2/1997,88,8782,7,3
1/5/1997,1/2/1997,970,8782,7,3
1/5/1997,1/3/1997,781,1023,7,3
1/5/1997,1/4/1997,864,1023,7,3
1/5/1997,1/1/1997,614,1023,7,3
1/5/1997,1/4/1997,1363,1023,7,3
1/5/1997,12/31/1996,1426,9507,7,3
1/5/1997,12/29/1996,804,9507,7,3
1/5/1997,1/2/1997,1526,9507,7,4
1/5/1997,12/31/1996,504,9507,7,4
1/5/1997,12/30/1996,678,5009,7,2
1/5/1997,12/31/1996,2,5009,7,4
1/5/1997,1/4/1997,59,5009,7,3
1/5/1997,12/30/1996,1034,5009,7,3
1/5/1997,12/29/1996,791,5648,7,4
1/5/1997,1/1/1997,1540,5648,7,3
1/5/1997,12/30/1996,851,5648,7,2
1/5/1997,1/3/1997,215,5648,7,3
1/5/1997,1/3/1997,152,5648,7,3
1/5/1997,1/3/1997,841,1150,7,2
1/5/1997,1/2/1997,1390,1150,7,4
1/5/1997,1/4/1997,1300,1150,7,3
1/5/1997,12/29/1996,425,1150,7,4
1/5/1997,1/3/1997,1494,1150,7,4
1/5/1997,12/31/1996,904,8154,7,3
1/5/1997,1/3/1997,454,8154,7,3
1/5/1997,12/29/1996,244,8154,7,3
1/5/1997,12/30/1996,461,8154,7,5
1/5/1997,12/30/1996,897,1599,7,3
1/5/1997,12/30/1996,887,1599,7,3
1/5/1997,12/31/1996,504,1599,7,3
1/5/1997,12/31/1996,94,1599,7,3
1/5/1997,1/3/1997,910,1599,7,2
1/5/1997,1/2/1997,22,1599,7,2
1/5/1997,12/30/1996,365,3632,7,5
1/5/1997,12/29/1996,927,3632,7,4
1/5/1997,12/29/1996,69,3632,7,4
1/5/1997,1/3/1997,645,3632,7,4
