return_date,product_id,store_id,quantity
2/25/1997,105,17,1
2/25/1997,143,17,1
2/25/1997,258,17,2
2/25/1997,466,17,1
2/25/1997,512,7,1
2/25/1997,961,7,1
2/25/1997,1182,17,1
2/25/1997,1189,17,1
2/25/1997,1235,17,2
2/26/1997,132,13,1
2/26/1997,440,13,1
2/26/1997,460,16,2
2/26/1997,495,13,1
2/26/1997,557,16,1
2/26/1997,639,13,1
2/26/1997,852,16,1
2/26/1997,856,13,1
2/26/1997,883,13,1
2/26/1997,1019,16,1
2/26/1997,1103,16,2
2/26/1997,1216,16,2
2/26/1997,1281,13,1
2/27/1997,239,11,1
2/27/1997,495,11,1
2/27/1997,511,11,1
2/27/1997,799,16,1
2/27/1997,821,16,1
2/27/1997,894,16,1
2/27/1997,969,11,1
2/27/1997,1381,16,1
3/1/1997,137,16,1
3/1/1997,474,23,1
3/1/1997,750,16,1
3/2/1997,650,13,1
3/2/1997,778,13,1
3/2/1997,1128,13,1
3/2/1997,1137,13,2
3/2/1997,1220,7,2
3/2/1997,1406,13,2
3/2/1997,1437,7,1
3/2/1997,1453,7,1
3/3/1997,344,24,1
3/3/1997,457,11,2
3/3/1997,466,11,1
3/3/1997,477,11,1
3/3/1997,803,24,1
3/3/1997,947,11,1
3/3/1997,1021,24,1
3/3/1997,1198,11,1
3/3/1997,1296,11,1
3/3/1997,1298,24,1
3/3/1997,1305,11,1
3/3/1997,1400,24,1
3/4/1997,20,13,1
3/4/1997,862,13,1
3/4/1997,1231,13,1
3/5/1997,54,15,1
3/5/1997,752,15,2
3/5/1997,804,15,1
3/5/1997,906,11,1
3/5/1997,1236,15,2
3/5/1997,1328,11,2
3/5/1997,1369,11,1
3/8/1997,379,16,1
3/8/1997,784,16,1
3/8/1997,888,16,1
3/8/1997,909,16,1
3/10/1997,281,24,1
3/10/1997,360,24,1
3/10/1997,428,24,2
3/10/1997,564,24,1
3/10/1997,581,16,1
3/10/1997,814,16,1
3/10/1997,1044,24,1
3/10/1997,1222,24,1
3/10/1997,1305,16,1
3/10/1997,1318,6,1
3/10/1997,1347,24,1
3/11/1997,522,15,2
3/11/1997,555,15,2
3/11/1997,871,15,1
3/11/1997,990,15,1
3/11/1997,1274,15,1
3/11/1997,1497,15,1
3/12/1997,515,3,2
3/12/1997,722,3,1
3/12/1997,1514,3,1
3/12/1997,1533,3,1
3/13/1997,207,7,1
3/13/1997,566,7,1
3/13/1997,789,13,1
3/13/1997,903,7,1
3/13/1997,920,13,1
3/13/1997,957,13,2
3/13/1997,990,23,1
3/13/1997,1356,13,1
3/13/1997,1458,13,1
3/13/1997,1469,7,1
3/14/1997,100,15,1
3/14/1997,246,6,1
3/14/1997,373,15,1
3/14/1997,902,15,2
3/14/1997,1269,15,2
3/15/1997,20,15,1
3/15/1997,208,3,2
3/15/1997,209,15,1
3/15/1997,517,15,1
3/15/1997,824,24,1
3/15/1997,848,15,1
3/15/1997,987,3,1
3/15/1997,1382,24,1
3/15/1997,1433,3,1
3/15/1997,1483,15,1
3/16/1997,574,16,1
3/16/1997,951,16,2
3/16/1997,1207,16,2
3/16/1997,1433,16,1
3/17/1997,800,3,2
3/17/1997,939,3,1
3/17/1997,1029,3,1
3/18/1997,106,17,2
3/18/1997,343,16,1
3/18/1997,376,16,1
3/18/1997,574,16,2
3/18/1997,599,17,1
3/18/1997,1165,17,2
3/18/1997,1231,16,1
3/18/1997,1316,17,2
3/18/1997,1454,17,1
3/18/1997,1493,16,1
3/19/1997,238,3,1
3/19/1997,551,23,1
3/19/1997,1041,3,2
3/19/1997,1246,3,1
3/19/1997,1352,3,1
3/19/1997,1538,3,2
3/20/1997,45,17,2
3/20/1997,49,3,1
3/20/1997,103,6,1
3/20/1997,109,6,1
3/20/1997,372,17,1
3/20/1997,664,6,1
3/20/1997,690,17,1
3/20/1997,754,3,1
3/20/1997,921,17,1
3/20/1997,1022,3,2
3/20/1997,1138,17,1
3/21/1997,68,13,1
3/21/1997,133,13,1
3/21/1997,187,11,1
3/21/1997,295,13,1
3/21/1997,342,13,1
3/21/1997,398,13,1
3/21/1997,440,13,1
3/21/1997,456,7,1
3/21/1997,462,11,2
3/21/1997,519,13,1
3/21/1997,619,13,1
3/21/1997,652,13,1
3/21/1997,676,11,1
3/21/1997,684,13,1
3/21/1997,766,7,1
3/21/1997,832,13,1
3/21/1997,929,13,2
3/21/1997,1202,13,1
3/21/1997,1365,7,2
3/21/1997,1368,13,1
3/21/1997,1406,13,1
3/21/1997,1428,13,1
3/21/1997,1434,13,1
3/22/1997,81,15,1
3/22/1997,376,17,1
3/22/1997,409,15,2
3/22/1997,463,17,1
3/22/1997,583,15,1
3/22/1997,858,17,1
3/22/1997,1021,11,1
3/22/1997,1112,17,1
3/22/1997,1190,17,1
3/22/1997,1243,17,1
3/22/1997,1309,17,1
3/22/1997,1434,11,1
3/22/1997,1480,15,1
3/23/1997,111,11,1
3/23/1997,161,11,1
3/23/1997,465,11,1
3/23/1997,671,11,1
3/23/1997,993,11,2
3/24/1997,368,7,1
3/24/1997,408,7,1
3/24/1997,948,7,1
3/24/1997,1263,7,1
3/25/1997,171,6,1
3/25/1997,295,6,1
3/25/1997,600,6,1
3/25/1997,636,6,1
3/25/1997,724,6,1
3/25/1997,1298,6,2
3/25/1997,1432,6,1
3/26/1997,953,23,2
3/27/1997,105,24,1
3/27/1997,179,24,1
3/27/1997,571,24,2
3/27/1997,728,24,1
3/27/1997,1190,24,1
3/27/1997,1199,24,1
3/28/1997,57,13,1
3/28/1997,93,13,1
3/28/1997,439,17,1
3/28/1997,446,17,1
3/28/1997,497,17,1
3/28/1997,717,13,1
3/28/1997,799,17,1
3/28/1997,848,17,1
3/28/1997,1285,17,1
3/28/1997,1427,13,1
3/28/1997,1498,13,1
3/28/1997,1528,13,1
3/29/1997,82,23,1
3/29/1997,574,23,1
3/29/1997,636,17,2
3/29/1997,672,23,1
3/29/1997,868,17,1
3/29/1997,1061,17,1
3/29/1997,1275,17,1
3/29/1997,1429,17,2
3/29/1997,1441,17,1
3/30/1997,438,7,2
3/30/1997,1170,7,1
3/30/1997,1194,7,1
3/30/1997,1453,7,1
4/1/1997,255,11,1
4/1/1997,257,11,1
4/1/1997,307,11,1
4/1/1997,814,11,1
4/1/1997,864,11,1
4/2/1997,543,15,2
4/2/1997,1328,15,1
4/3/1997,27,17,1
4/3/1997,416,17,1
4/3/1997,441,17,2
4/3/1997,523,23,1
4/3/1997,699,17,1
4/3/1997,732,17,1
4/3/1997,1161,24,1
4/3/1997,1337,23,1
4/3/1997,1455,17,1
4/3/1997,1536,17,1
4/4/1997,115,16,1
4/4/1997,164,3,1
4/4/1997,245,16,1
4/4/1997,659,7,2
4/4/1997,734,3,1
4/4/1997,861,16,2
4/4/1997,886,7,1
4/4/1997,921,7,1
4/4/1997,968,16,2
4/4/1997,1010,3,1
4/4/1997,1025,24,2
4/4/1997,1122,24,1
4/4/1997,1423,7,1
4/4/1997,1463,24,1
4/5/1997,455,7,1
4/5/1997,543,24,1
4/5/1997,1232,7,1
4/6/1997,48,3,1
4/6/1997,358,3,1
4/6/1997,697,3,2
4/6/1997,1169,3,1
4/7/1997,366,17,1
4/7/1997,371,7,1
4/7/1997,477,17,1
4/7/1997,507,17,1
4/7/1997,570,17,1
4/7/1997,900,17,1
4/7/1997,1409,7,1
4/7/1997,1458,7,1
4/7/1997,1463,17,1
4/7/1997,1533,7,1
4/8/1997,265,13,1
4/8/1997,1253,13,1
4/9/1997,372,15,1
4/9/1997,1288,15,1
4/10/1997,883,11,1
4/10/1997,1541,11,1
4/12/1997,20,23,1
4/12/1997,104,23,1
4/12/1997,116,15,1
4/12/1997,138,15,1
4/12/1997,219,15,2
4/12/1997,564,13,1
4/12/1997,618,15,1
4/12/1997,943,13,1
4/12/1997,1171,15,1
4/12/1997,1362,13,1
4/12/1997,1450,23,1
4/13/1997,3,17,1
4/13/1997,14,6,1
4/13/1997,265,6,2
4/13/1997,339,6,1
4/13/1997,514,6,1
4/13/1997,573,17,1
4/13/1997,1336,24,2
4/13/1997,1404,24,1
4/13/1997,1453,24,1
4/13/1997,1453,6,1
4/13/1997,1454,6,2
4/14/1997,11,13,1
4/14/1997,47,16,2
4/14/1997,82,11,2
4/14/1997,140,6,1
4/14/1997,194,16,1
4/14/1997,324,11,1
4/14/1997,370,13,1
4/14/1997,646,6,1
4/14/1997,671,13,1
4/14/1997,786,6,1
4/14/1997,816,13,1
4/14/1997,881,13,2
4/14/1997,1266,6,1
4/14/1997,1330,6,2
4/14/1997,1382,11,1
4/14/1997,1389,6,1
4/14/1997,1447,13,1
4/14/1997,1557,11,1
4/15/1997,274,17,1
4/15/1997,360,13,1
4/15/1997,845,13,1
4/15/1997,1201,17,1
4/15/1997,1257,17,1
4/16/1997,82,6,1
4/16/1997,1026,6,1
4/16/1997,1362,24,1
4/17/1997,195,13,1
4/17/1997,415,13,1
4/17/1997,675,13,1
4/17/1997,948,13,1
4/17/1997,1172,13,2
4/17/1997,1386,13,1
4/17/1997,1524,13,1
4/18/1997,878,11,1
4/19/1997,277,7,1
4/19/1997,549,3,1
4/19/1997,587,3,1
4/19/1997,638,3,1
4/19/1997,691,3,1
4/19/1997,1137,7,1
4/19/1997,1403,7,1
4/19/1997,1414,7,1
4/20/1997,376,6,1
4/20/1997,907,6,1
4/20/1997,1021,6,1
4/20/1997,1075,6,1
4/21/1997,270,3,1
4/21/1997,593,3,1
4/21/1997,619,3,1
4/21/1997,1432,3,2
4/22/1997,331,6,1
4/22/1997,427,11,1
4/22/1997,515,11,1
4/22/1997,597,11,1
4/22/1997,991,6,1
4/23/1997,17,17,2
4/23/1997,275,17,1
4/23/1997,1411,17,1
4/24/1997,477,16,1
4/24/1997,486,16,2
4/24/1997,746,16,1
4/24/1997,870,23,2
4/24/1997,1212,16,1
4/26/1997,6,16,2
4/26/1997,317,16,1
4/26/1997,587,16,2
4/26/1997,645,3,1
4/26/1997,727,16,2
4/26/1997,1422,3,1
4/26/1997,1539,16,1
4/26/1997,1545,16,1
4/26/1997,1558,16,1
4/27/1997,163,15,1
4/27/1997,191,7,1
4/27/1997,225,7,1
4/27/1997,444,7,1
4/27/1997,491,15,1
4/27/1997,982,15,1
4/27/1997,993,15,1
4/27/1997,1028,23,1
4/27/1997,1052,15,1
4/27/1997,1183,15,1
4/27/1997,1357,15,1
4/28/1997,142,23,1
4/29/1997,868,15,2
4/29/1997,1210,15,1
5/1/1997,78,7,1
5/1/1997,639,7,1
5/1/1997,644,13,1
5/1/1997,691,13,1
5/1/1997,1132,13,1
5/1/1997,1157,13,1
5/1/1997,1314,13,2
5/1/1997,1447,13,1
5/1/1997,1531,7,1
5/2/1997,102,16,1
5/2/1997,649,24,1
5/2/1997,930,16,1
5/2/1997,973,24,1
5/2/1997,1008,16,1
5/2/1997,1104,24,1
5/2/1997,1283,16,1
5/3/1997,71,3,1
5/3/1997,200,3,1
5/3/1997,404,17,1
5/3/1997,412,3,1
5/3/1997,630,17,1
5/3/1997,803,3,1
5/3/1997,1009,3,1
5/3/1997,1323,17,1
5/4/1997,268,3,1
5/4/1997,362,3,1
5/4/1997,748,3,2
5/4/1997,1137,3,1
5/5/1997,41,16,1
5/5/1997,400,13,1
5/5/1997,545,17,2
5/5/1997,749,16,1
5/5/1997,949,17,1
5/5/1997,1161,13,2
5/5/1997,1330,16,1
5/7/1997,157,24,1
5/7/1997,166,24,2
5/7/1997,463,24,1
5/7/1997,866,24,2
5/8/1997,420,15,1
5/8/1997,471,11,1
5/8/1997,527,15,1
5/8/1997,692,15,2
5/8/1997,1178,15,1
5/8/1997,1261,11,1
5/8/1997,1388,15,1
5/9/1997,122,11,1
5/9/1997,145,13,1
5/9/1997,165,13,1
5/9/1997,304,13,1
5/9/1997,340,13,1
5/9/1997,407,13,1
5/9/1997,590,17,1
5/9/1997,629,13,1
5/9/1997,629,17,2
5/9/1997,702,13,1
5/9/1997,735,13,2
5/9/1997,739,17,1
5/9/1997,763,13,1
5/9/1997,831,13,1
5/9/1997,832,17,1
5/9/1997,852,7,1
5/9/1997,868,7,1
5/9/1997,1014,11,2
5/9/1997,1084,13,1
5/9/1997,1120,13,1
5/9/1997,1177,13,1
5/9/1997,1228,17,1
5/9/1997,1258,13,2
5/9/1997,1273,13,1
5/9/1997,1320,13,2
5/9/1997,1353,11,2
5/9/1997,1442,7,1
5/9/1997,1480,11,1
5/9/1997,1505,13,1
5/9/1997,1531,13,1
5/11/1997,340,11,1
5/11/1997,1447,11,1
5/11/1997,1452,11,1
5/14/1997,54,17,2
5/14/1997,109,17,1
5/14/1997,170,7,2
5/14/1997,325,7,1
5/14/1997,493,17,1
5/14/1997,640,23,1
5/14/1997,722,17,1
5/14/1997,767,23,1
5/14/1997,780,23,1
5/14/1997,830,17,1
5/14/1997,960,23,1
5/14/1997,1087,17,2
5/14/1997,1179,17,1
5/15/1997,111,16,1
5/15/1997,214,11,1
5/15/1997,332,24,1
5/15/1997,440,16,1
5/15/1997,441,24,1
5/15/1997,468,11,1
5/15/1997,549,11,1
5/15/1997,576,24,1
5/15/1997,730,24,2
5/15/1997,865,24,2
5/15/1997,910,11,1
5/15/1997,947,16,2
5/15/1997,1157,24,1
5/15/1997,1198,16,1
5/15/1997,1450,24,2
5/15/1997,1465,24,1
5/16/1997,156,23,1
5/16/1997,304,7,2
5/16/1997,527,23,2
5/16/1997,874,23,1
5/16/1997,1340,7,1
5/16/1997,1357,7,1
5/17/1997,114,23,2
5/17/1997,143,23,1
5/17/1997,168,24,1
5/17/1997,496,16,1
5/17/1997,785,23,1
5/17/1997,986,16,1
5/17/1997,989,23,1
5/17/1997,1349,16,1
5/18/1997,329,6,1
5/18/1997,611,6,2
5/18/1997,1155,6,1
5/18/1997,1169,6,1
5/19/1997,167,15,1
5/19/1997,190,6,1
5/19/1997,261,15,1
5/19/1997,336,6,1
5/19/1997,442,6,2
5/19/1997,484,15,1
5/19/1997,620,6,2
5/19/1997,952,15,1
5/19/1997,986,6,1
5/19/1997,1072,15,1
5/19/1997,1256,15,1
5/19/1997,1343,15,2
5/19/1997,1405,15,2
5/19/1997,1523,6,1
5/21/1997,51,6,1
5/21/1997,523,15,1
5/21/1997,791,24,1
5/21/1997,801,3,1
5/21/1997,887,24,1
5/21/1997,896,15,1
5/21/1997,944,7,1
5/21/1997,984,24,1
5/21/1997,1135,3,2
5/21/1997,1164,3,1
5/21/1997,1217,6,1
5/21/1997,1269,7,1
5/21/1997,1274,3,1
5/21/1997,1333,7,1
5/21/1997,1368,6,1
5/21/1997,1484,15,1
5/22/1997,397,13,2
5/22/1997,967,23,1
5/22/1997,1325,15,1
5/22/1997,1545,23,1
5/23/1997,485,6,1
5/23/1997,1378,6,2
5/25/1997,66,3,1
5/25/1997,296,3,1
5/25/1997,1411,3,1
5/26/1997,183,3,1
5/26/1997,264,3,1
5/26/1997,608,3,1
5/27/1997,403,15,1
5/27/1997,1048,15,1
5/27/1997,1464,15,1
5/29/1997,23,17,2
5/29/1997,398,16,1
5/29/1997,409,16,1
5/29/1997,600,17,1
5/29/1997,719,17,2
5/29/1997,905,13,2
5/29/1997,996,17,1
5/29/1997,1378,17,1
5/29/1997,1389,17,2
6/1/1997,869,24,1
6/1/1997,961,24,1
6/1/1997,1190,24,1
6/2/1997,19,13,2
6/2/1997,333,13,1
6/2/1997,550,13,1
6/2/1997,983,13,1
6/2/1997,997,13,1
6/2/1997,1480,13,1
6/2/1997,1548,13,1
6/3/1997,221,13,1
6/3/1997,685,11,1
6/3/1997,704,3,1
6/3/1997,1024,13,1
6/3/1997,1359,13,1
6/4/1997,547,24,1
6/4/1997,585,16,1
6/4/1997,1006,24,1
6/4/1997,1241,24,2
6/4/1997,1268,16,1
6/4/1997,1364,16,1
6/4/1997,1420,16,1
6/4/1997,1433,24,2
6/4/1997,1456,16,1
6/5/1997,11,7,1
6/5/1997,471,23,1
6/5/1997,530,23,2
6/5/1997,567,7,1
6/5/1997,710,23,1
6/5/1997,1141,23,2
6/5/1997,1276,23,2
6/6/1997,475,13,1
6/6/1997,812,13,1
6/6/1997,1100,13,1
6/7/1997,63,7,1
6/7/1997,487,7,1
6/7/1997,1253,15,1
6/7/1997,1409,15,1
6/7/1997,1555,15,2
6/10/1997,116,15,1
6/10/1997,829,15,1
6/10/1997,1421,15,1
6/11/1997,64,3,2
6/11/1997,299,11,1
6/11/1997,335,11,1
6/11/1997,390,3,1
6/11/1997,548,11,1
6/11/1997,723,11,2
6/11/1997,803,11,1
6/11/1997,808,3,1
6/11/1997,928,11,1
6/11/1997,1012,3,1
6/11/1997,1357,11,1
6/11/1997,1425,3,1
6/11/1997,1465,3,1
6/12/1997,96,7,1
6/12/1997,438,6,1
6/12/1997,544,6,1
6/12/1997,796,7,1
6/12/1997,1371,7,1
6/12/1997,1554,6,1
6/14/1997,98,16,2
6/14/1997,126,16,1
6/14/1997,392,7,2
6/14/1997,579,16,1
6/14/1997,1164,16,1
6/14/1997,1212,7,2
6/14/1997,1346,16,1
6/14/1997,1362,7,1
6/15/1997,9,6,2
6/15/1997,184,17,1
6/15/1997,245,17,1
6/15/1997,430,15,1
6/15/1997,441,15,1
6/15/1997,910,15,2
6/15/1997,938,17,1
6/15/1997,1057,17,1
6/16/1997,279,3,2
6/16/1997,326,3,1
6/16/1997,387,3,1
6/16/1997,522,17,1
6/16/1997,839,3,1
6/16/1997,988,17,1
6/16/1997,1091,17,1
6/16/1997,1099,17,1
6/16/1997,1105,3,1
6/16/1997,1243,17,1
6/16/1997,1338,17,1
6/16/1997,1353,3,1
6/16/1997,1541,17,2
6/17/1997,3,15,1
6/17/1997,639,15,1
6/17/1997,719,13,1
6/17/1997,1179,13,2
6/17/1997,1204,13,1
6/17/1997,1227,13,1
6/17/1997,1486,13,1
6/18/1997,118,11,1
6/18/1997,128,3,2
6/18/1997,308,11,1
6/18/1997,475,11,1
6/18/1997,588,11,1
6/18/1997,899,16,2
6/18/1997,982,11,1
6/18/1997,1448,11,1
6/19/1997,34,11,1
6/19/1997,153,11,1
6/19/1997,195,11,1
6/19/1997,252,11,1
6/19/1997,546,11,1
6/19/1997,733,11,1
6/19/1997,761,11,1
6/19/1997,1487,11,1
6/20/1997,317,24,1
6/20/1997,764,11,1
6/20/1997,848,11,1
6/20/1997,1008,11,1
6/20/1997,1124,11,1
6/20/1997,1168,24,1
6/20/1997,1443,24,1
6/20/1997,1506,24,1
6/20/1997,1530,11,1
6/21/1997,230,17,2
6/21/1997,271,17,1
6/21/1997,292,24,2
6/21/1997,348,6,1
6/21/1997,465,6,1
6/21/1997,485,24,2
6/21/1997,514,24,1
6/21/1997,588,6,1
6/21/1997,601,17,2
6/21/1997,698,6,1
6/21/1997,817,24,1
6/21/1997,933,17,1
6/21/1997,970,24,1
6/21/1997,1061,24,1
6/21/1997,1083,17,2
6/21/1997,1231,17,1
6/21/1997,1321,17,1
6/21/1997,1423,6,1
6/21/1997,1423,24,1
6/21/1997,1444,17,1
6/21/1997,1461,17,2
6/22/1997,39,17,1
6/22/1997,130,6,2
6/22/1997,134,3,1
6/22/1997,169,6,1
6/22/1997,207,3,2
6/22/1997,337,3,1
6/22/1997,419,6,1
6/22/1997,444,6,1
6/22/1997,487,7,1
